round_epochs,loss,accuracy,val_loss,val_accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,hidden_neurons,last_activation,loss,optimizer
1,0.5926696484041686,0.8855886,0.4497757298605783,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,adam
1,0.6384570645813895,0.8888889,0.5417353814961959,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,binary_crossentropy,RMSprop
1,0.6517290848709962,0.8789879,0.5634325049361404,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,adam
1,0.6130188862876137,0.8888889,0.5511176817271174,0.9959184,relu,10,0.0,1,5,5,5,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5211069434061565,0.8580858,0.259868677173342,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,adam
1,0.56914553380642,0.87568754,0.4370038655339455,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,binary_crossentropy,RMSprop
1,0.5062910127233227,0.8888889,0.11162406586262645,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,adam
1,0.5635421662965361,0.87238723,0.4067241306207618,0.9959184,relu,10,0.0,1,5,5,11,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.5908893398588115,0.87678766,0.17334685292170973,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,adam
1,0.41425683564118165,0.8888889,0.164889396605443,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,binary_crossentropy,RMSprop
1,0.5053547116035413,0.8888889,0.12885972657668576,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,adam
1,0.46288431772697874,0.87678766,0.1561548400442211,0.9959184,relu,10,0.0,1,5,5,17,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.41349849486836243,0.8888889,0.13466614826905485,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,adam
1,0.39163524959117535,0.8547855,0.3327233031087992,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,binary_crossentropy,RMSprop
1,0.5096335818927542,0.8580858,0.12267098020838231,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,adam
1,0.4203886142691108,0.8679868,0.19356691206292231,0.9959184,relu,10,0.0,1,5,5,23,sigmoid,sparse_categorical_crossentropy,RMSprop
1,0.4688077818180206,0.8888889,0.18115245915797293,0.9959184,relu,10,0.0,1,5,5,30,sigmoid,binary_crossentropy,adam
